"N5-107","N5","～くれる","명사 + を + ～くれる / 동사 て형 + ～くれる","(남이 나에게) 주다; ~해 주다. 화자 쪽이 혜택을 받는다.","<ruby>友<rt>とも</rt></ruby>だちが<ruby>誕生日<rt>たんじょうび</rt></ruby>に<ruby>本<rt>ほん</rt></ruby>をくれました。","친구가 생일에 책을 주었습니다.","<ruby>母<rt>はは</rt></ruby>が<ruby>忘<rt>わす</rt></ruby>れたかさを<ruby>駅<rt>えき</rt></ruby>まで<ruby>届<rt>とど</rt></ruby>けてくれました。","어머니가 잊어버린 우산을 역까지 가져다주었습니다.","화자 쪽이 이익을 받으면 ～くれる, 화자 쪽이 주면 ～あげる를 쓴다."
"N5-108","N5","～もらう","명사 + を + ～もらう / 동사 て형 + ～もらう","~에게서 받다; ~해 받다. 화자나 주어가 혜택을 받는다.","<ruby>卒業<rt>そつぎょう</rt></ruby>の<ruby>日<rt>ひ</rt></ruby>に<ruby>先生<rt>せんせい</rt></ruby>から<ruby>手紙<rt>てがみ</rt></ruby>をもらいました。","졸업하는 날 선생님께 편지를 받았습니다.","<ruby>先輩<rt>せんぱい</rt></ruby>にレポートを<ruby>見<rt>み</rt></ruby>てもらいました。","선배에게 리포트를 봐 달라고 해서 봐 받았습니다.","주는 쪽은 ～あげる/～くれる, 받는 쪽은 ～もらう다."
"N5-109","N5","～が","절 + ～が + 절","~하지만. 앞뒤 내용을 부드럽게 대비시키는 역접이다.","この<ruby>部屋<rt>へや</rt></ruby>は<ruby>狭<rt>せま</rt></ruby>いですが、<ruby>使<rt>つか</rt></ruby>いやすいです。","이 방은 좁지만 사용하기 편합니다.","<ruby>少<rt>すこ</rt></ruby>し<ruby>熱<rt>ねつ</rt></ruby>がありますが、<ruby>出勤<rt>しゅっきん</rt></ruby>できます。","조금 열이 있지만 출근할 수 있습니다.","～けど보다 약간 중립·격식 있고, ～しかし는 문장 앞 접속사다."
"N5-110","N5","～あまり～ない","あまり + 동사·형용사 부정형","별로 ~않다. 정도가 낮음을 부정으로 나타낸다.","この<ruby>辺<rt>へん</rt></ruby>ではあまり<ruby>雪<rt>ゆき</rt></ruby>が<ruby>降<rt>ふ</rt></ruby>りません。","이 근처에는 눈이 별로 오지 않습니다.","その<ruby>話<rt>はなし</rt></ruby>はあまり<ruby>複雑<rt>ふくざつ</rt></ruby>ではないです。","그 이야기는 별로 복잡하지 않습니다.","반드시 뒤에 부정형이 오고, ～とても는 높은 정도를 나타낸다."
"N5-111","N5","～けど","절 + ～けど + 절","~하지만. 구어체에서 많이 쓰는 역접이다.","このケーキは<ruby>甘<rt>あま</rt></ruby>いけど、おいしいです。","이 케이크는 달지만 맛있습니다.","<ruby>行<rt>い</rt></ruby>きたいけど、<ruby>今日<rt>きょう</rt></ruby>は<ruby>時間<rt>じかん</rt></ruby>がありません。","가고 싶지만 오늘은 시간이 없습니다.","～が보다 더 회화적이고, ～けれども보다 더 가볍다."
"N5-112","N5","～けれども","절 + ～けれども + 절","~하지만. けど보다 조금 더 격식 있는 역접이다.","この<ruby>案<rt>あん</rt></ruby>はいいけれども、まだ<ruby>修正<rt>しゅうせい</rt></ruby>が<ruby>必要<rt>ひつよう</rt></ruby>です。","이 안은 좋지만 아직 수정이 필요합니다.","<ruby>読<rt>よ</rt></ruby>みやすいけれども、<ruby>内容<rt>ないよう</rt></ruby>は<ruby>難<rt>むずか</rt></ruby>しいです。","읽기 쉽지만 내용은 어렵습니다.","～けど보다 격식 있고, 뜻은 거의 같다."
"N5-113","N5","～か～か","명사 / 절 + ～か + 명사 / 절 + ～か","~인가 ~인가. 둘 이상의 선택지를 놓고 묻거나 망설인다.","<ruby>電車<rt>でんしゃ</rt></ruby>で<ruby>行<rt>い</rt></ruby>くかタクシーで<ruby>行<rt>い</rt></ruby>くか、まだ<ruby>決<rt>き</rt></ruby>めていません。","전철로 갈지 택시로 갈지 아직 정하지 않았습니다.","コーヒーか<ruby>紅茶<rt>こうちゃ</rt></ruby>か、どちらになさいますか。","커피인가 홍차인가, 어느 쪽으로 하시겠습니까?","단독 ～か는 단순 의문, ～か～か는 선택 의문이다."
"N5-114","N5","～って","인용 내용 + ～って","~라고. 구어체 인용이나 화제 제시에 쓴다.","<ruby>田中<rt>たなか</rt></ruby>さん、<ruby>来週<rt>らいしゅう</rt></ruby><ruby>休<rt>やす</rt></ruby>むって。","다나카 씨, 다음 주에 쉰대.","「<ruby>推<rt>お</rt></ruby>し<ruby>活<rt>かつ</rt></ruby>」って<ruby>最近<rt>さいきん</rt></ruby>よく<ruby>聞<rt>き</rt></ruby>きますね。","‘오시카쓰’라는 말, 요즘 자주 듣네요.","～と보다 더 구어적이고 가볍다."
"N5-115","N5","～いつも","문장 안에서","항상. 습관적으로 늘 그렇다는 뜻의 부사이다.","<ruby>祖母<rt>そぼ</rt></ruby>はいつも<ruby>朝<rt>あさ</rt></ruby><ruby>早<rt>はや</rt></ruby>く<ruby>起<rt>お</rt></ruby>きます。","할머니는 항상 아침 일찍 일어나십니다.","この<ruby>店<rt>みせ</rt></ruby>はいつも<ruby>人<rt>ひと</rt></ruby>が<ruby>多<rt>おお</rt></ruby>いです。","이 가게는 항상 사람이 많습니다.","～たいてい보다 더 ‘늘 그렇다’는 느낌이 강하다."
"N5-116","N5","～一緒に","단독 사용 / 명사 + と + ～一緒に","함께, 같이.","こんどの<ruby>週末<rt>しゅうまつ</rt></ruby>、<ruby>家族<rt>かぞく</rt></ruby>と<ruby>一緒<rt>いっしょ</rt></ruby>に<ruby>出<rt>で</rt></ruby>かけます。","이번 주말에 가족과 함께 외출합니다.","<ruby>一緒<rt>いっしょ</rt></ruby>に<ruby>昼<rt>ひる</rt></ruby>ごはんを<ruby>食<rt>た</rt></ruby>べませんか。","함께 점심 먹지 않겠습니까?","같이 행동함을 나타내는 부사 표현이다."
"N5-117","N5","～たくさん","문장 안에서","많이; 잔뜩. 수량이 많음을 나타내는 부사이다.","<ruby>旅行<rt>りょこう</rt></ruby>の<ruby>写真<rt>しゃしん</rt></ruby>をたくさん<ruby>撮<rt>と</rt></ruby>りました。","여행 사진을 많이 찍었습니다.","きょうは<ruby>公園<rt>こうえん</rt></ruby>に<ruby>子<rt>こ</rt></ruby>どもがたくさんいます。","오늘은 공원에 아이들이 많이 있습니다.","～とても는 정도, ～たくさん은 수량이 많음을 말한다."
"N5-118","N5","～とても","문장 안에서","매우. 정도가 높음을 나타내는 부사이다.","この<ruby>問題<rt>もんだい</rt></ruby>はとても<ruby>大切<rt>たいせつ</rt></ruby>です。","이 문제는 매우 중요합니다.","<ruby>山<rt>やま</rt></ruby>の<ruby>上<rt>うえ</rt></ruby>の<ruby>空気<rt>くうき</rt></ruby>はとてもきれいでした。","산 위의 공기는 매우 맑았습니다.","～あまり～ない는 낮은 정도를 부정으로 나타낸다."
"N5-119","N5","～もう","문장 안에서","이미; 이제; 하나 더. 완료·추가를 나타내는 부사이다.","その<ruby>映画<rt>えいが</rt></ruby>はもう<ruby>見<rt>み</rt></ruby>ました。","그 영화는 이미 봤습니다.","すみません、もう<ruby>一枚<rt>いちまい</rt></ruby>ください。","죄송하지만 한 장 더 주세요.","완료 쪽에서는 ～まだ와 자주 대비된다."
"N5-120","N5","～まだ","문장 안에서","아직. 아직 계속 중이거나 아직 완료되지 않음을 나타낸다.","レポートはまだ<ruby>終<rt>お</rt></ruby>わっていません。","리포트는 아직 끝나지 않았습니다.","<ruby>外<rt>そと</rt></ruby>はまだ<ruby>明<rt>あか</rt></ruby>るいですね。","밖은 아직 밝네요.","완료된 쪽은 ～もう, 미완료·지속은 ～まだ와 잘 어울린다."
"N5-121","N5","～しかし","문장 앞에서","그러나. 문장 앞에서 쓰는 격식 있는 역접 접속사이다.","この<ruby>案<rt>あん</rt></ruby>はわかりやすいです。しかし、<ruby>費用<rt>ひよう</rt></ruby>が<ruby>高<rt>たか</rt></ruby>すぎます。","이 안은 이해하기 쉽습니다. 그러나 비용이 너무 높습니다.","よく<ruby>練習<rt>れんしゅう</rt></ruby>しました。しかし、<ruby>本番<rt>ほんばん</rt></ruby>では<ruby>緊張<rt>きんちょう</rt></ruby>しました。","열심히 연습했습니다. 그러나 실전에서는 긴장했습니다.","～が/～けど와 달리 절 사이보다 문장 첫머리에 독립적으로 놓인다."
"N4-001","N4","～動詞の受身","동사 수동형","~당하다; ~을 받다. 직접 수동과 피해 수동을 나타낸다.","<ruby>弟<rt>おとうと</rt></ruby>は<ruby>先生<rt>せんせい</rt></ruby>にほめられました。","남동생은 선생님께 칭찬을 받았습니다.","<ruby>出発<rt>しゅっぱつ</rt></ruby>の<ruby>日<rt>ひ</rt></ruby>に<ruby>雨<rt>あめ</rt></ruby>に<ruby>降<rt>ふ</rt></ruby>られて、<ruby>服<rt>ふく</rt></ruby>がぬれました。","출발하는 날 비를 맞아서 옷이 젖었습니다.","～動詞の可能은 할 수 있음을, ～動詞の受身는 당하거나 영향을 받음을 나타낸다."
"N4-002","N4","～動詞の使役","동사 사역형","~하게 하다; ~시키다. 강제나 허용을 나타낸다.","<ruby>母<rt>はは</rt></ruby>は<ruby>弟<rt>おとうと</rt></ruby>に<ruby>野菜<rt>やさい</rt></ruby>を<ruby>食<rt>た</rt></ruby>べさせました。","어머니는 남동생에게 채소를 먹게 했습니다.","<ruby>先生<rt>せんせい</rt></ruby>は<ruby>学生<rt>がくせい</rt></ruby>に<ruby>好<rt>す</rt></ruby>きな<ruby>題名<rt>だいめい</rt></ruby>を<ruby>選<rt>えら</rt></ruby>ばせました。","선생님은 학생들에게 좋아하는 제목을 고르게 했습니다.","～動詞の使役受身는 ‘억지로 하게 되다’까지 더해진 표현이다."
"N4-003","N4","～動詞の使役受身","동사 사역수동형","억지로 ~하게 되다; ~하도록 강요받다.","<ruby>子<rt>こ</rt></ruby>どものころ、<ruby>毎朝<rt>まいあさ</rt></ruby><ruby>牛乳<rt>ぎゅうにゅう</rt></ruby>を<ruby>飲<rt>の</rt></ruby>まされました。","어릴 때 매일 아침 우유를 억지로 마시게 되었습니다.","<ruby>会議<rt>かいぎ</rt></ruby>で<ruby>急<rt>きゅう</rt></ruby>に<ruby>意見<rt>いけん</rt></ruby>を<ruby>言<rt>い</rt></ruby>わされて、こまりました。","회의에서 갑자기 의견을 말하게 되어 곤란했습니다.","～動詞の使役보다 강제당하는 쪽의 입장을 더 강하게 드러낸다."
"N4-004","N4","～動詞の可能","동사 가능형","~할 수 있다. 능력이나 상황적 가능을 나타낸다.","この<ruby>図書館<rt>としょかん</rt></ruby>では<ruby>古<rt>ふる</rt></ruby>い<ruby>新聞<rt>しんぶん</rt></ruby>も<ruby>読<rt>よ</rt></ruby>めます。","이 도서관에서는 오래된 신문도 읽을 수 있습니다.","きょうは<ruby>仕事<rt>しごと</rt></ruby>が<ruby>早<rt>はや</rt></ruby>く<ruby>終<rt>お</rt></ruby>わったので、<ruby>映画<rt>えいが</rt></ruby>を<ruby>見<rt>み</rt></ruby>に<ruby>行<rt>い</rt></ruby>けます。","오늘은 일이 빨리 끝나서 영화를 보러 갈 수 있습니다.","～ができる는 명사 중심 가능, ～動詞の可能은 동사 자체를 가능형으로 바꾼 표현이다."
"N4-005","N4","～自動詞","명사 + が + 자동사","대상이 스스로 변하거나 움직인다.","ドアが<ruby>急<rt>きゅう</rt></ruby>に<ruby>閉<rt>し</rt></ruby>まりました。","문이 갑자기 닫혔습니다.","<ruby>電気<rt>でんき</rt></ruby>が<ruby>消<rt>き</rt></ruby>えて、<ruby>部屋<rt>へや</rt></ruby>が<ruby>暗<rt>くら</rt></ruby>くなりました。","불이 꺼져서 방이 어두워졌습니다.","～他動詞는 누군가가 대상을 바꾸는 동작이다."
"N4-006","N4","～他動詞","명사 + を + 타동사","누군가가 대상에 작용해 변화를 일으킨다.","<ruby>田中<rt>たなか</rt></ruby>さんがドアを<ruby>閉<rt>し</rt></ruby>めました。","다나카 씨가 문을 닫았습니다.","<ruby>私<rt>わたし</rt></ruby>は<ruby>部屋<rt>へや</rt></ruby>の<ruby>電気<rt>でんき</rt></ruby>を<ruby>消<rt>け</rt></ruby>しました。","저는 방의 불을 껐습니다.","～自動詞는 대상이 스스로 변하는 쪽에 초점이 있다."
"N4-007","N4","～動詞命令形","동사 명령형","~해라. 강한 명령이나 긴급 지시를 나타낸다.","もっと<ruby>前<rt>まえ</rt></ruby>を<ruby>見<rt>み</rt></ruby>ろ。","앞을 더 봐라.","<ruby>危<rt>あぶ</rt></ruby>ないから、すぐに<ruby>逃<rt>に</rt></ruby>げろ。","위험하니까 바로 도망쳐라.","～てください보다 훨씬 강하고 거칠다."
"N4-008","N4","～と","동사 기본형 / 동사 ない형 / い형용사 / な형용사 + だ + ～と","~하면 항상 ~된다. 자연스러운 결과나 반복 결과를 나타낸다.","このボタンを<ruby>押<rt>お</rt></ruby>すと、<ruby>音<rt>おと</rt></ruby>が<ruby>出<rt>で</rt></ruby>ます。","이 버튼을 누르면 소리가 납니다.","<ruby>春<rt>はる</rt></ruby>になると、この<ruby>公園<rt>こうえん</rt></ruby>は<ruby>花<rt>はな</rt></ruby>でいっぱいになります。","봄이 되면 이 공원은 꽃으로 가득해집니다.","～たら보다 의지·권유와 덜 어울리고 항상적 결과에 강하다."
"N4-009","N4","～ば","동사 ば형 / い형용사 ければ / な형용사·명사 + なら / であれば","만약 ~하면. 일반적인 가정·조건을 나타낸다.","<ruby>時間<rt>じかん</rt></ruby>があれば、<ruby>少<rt>すこ</rt></ruby>し<ruby>休<rt>やす</rt></ruby>みたいです。","시간이 있으면 조금 쉬고 싶습니다.","もっと<ruby>安<rt>やす</rt></ruby>ければ、その<ruby>店<rt>みせ</rt></ruby>で<ruby>買<rt>か</rt></ruby>います。","더 싸면 그 가게에서 사겠습니다.","～と보다 가정성이 강하고, ～たら보다 일반 조건 느낌이 강하다."
"N4-010","N4","～たら","동사 た형 / い형용사 かった / な형용사·명사 + だった + ～ら","~하면; ~했을 때. 가정이나 완료 뒤 상황을 나타낸다.","<ruby>駅<rt>えき</rt></ruby>に<ruby>着<rt>つ</rt></ruby>いたら、<ruby>電話<rt>でんわ</rt></ruby>してください。","역에 도착하면 전화해 주세요.","<ruby>雨<rt>あめ</rt></ruby>が<ruby>降<rt>ふ</rt></ruby>ったら、<ruby>家<rt>いえ</rt></ruby>にいます。","비가 오면 집에 있겠습니다.","～と보다 제약이 적고 의지·부탁과 잘 어울린다."
"N4-011","N4","～なら","명사 / 보통형 + ～なら","~라면. 화제나 전제를 받아 그 조건에서 말한다.","<ruby>京都<rt>きょうと</rt></ruby>へ<ruby>行<rt>い</rt></ruby>くなら、<ruby>秋<rt>あき</rt></ruby>がいいですよ。","교토에 간다면 가을이 좋아요.","その<ruby>話<rt>はなし</rt></ruby>が<ruby>本当<rt>ほんとう</rt></ruby>なら、もう<ruby>一度<rt>いちど</rt></ruby><ruby>確認<rt>かくにん</rt></ruby>したほうがいいです。","그 이야기가 사실이라면 다시 한 번 확인하는 편이 좋습니다.","～たら보다 상대가 낸 화제를 받아 조언할 때 자주 쓴다."
"N4-012","N4","～たらどう（ですか）","동사 た형 + ～らどうですか","~하면 어때요. 조언이나 권유를 부드럽게 한다.","<ruby>疲<rt>つか</rt></ruby>れているなら、きょうは<ruby>早<rt>はや</rt></ruby>く<ruby>寝<rt>ね</rt></ruby>たらどうですか。","피곤하다면 오늘은 일찍 자는 게 어때요?","そのことが<ruby>心配<rt>しんぱい</rt></ruby>なら、<ruby>先生<rt>せんせい</rt></ruby>に<ruby>聞<rt>き</rt></ruby>いたらどう？","그 일이 걱정된다면 선생님께 물어보는 게 어때?","～ほうがいい보다 조금 더 제안형이고 직접성이 약하다."
"N4-013","N4","～ばよかった","동사 ば형 + ～よかった","~했으면 좋았을 텐데. 지나간 일에 대한 후회를 나타낸다.","もっと<ruby>早<rt>はや</rt></ruby>く<ruby>家<rt>いえ</rt></ruby>を<ruby>出<rt>で</rt></ruby>ればよかった。","좀 더 일찍 집을 나왔으면 좋았을 텐데.","あのとき<ruby>連絡<rt>れんらく</rt></ruby>すればよかったと<ruby>今<rt>いま</rt></ruby>も<ruby>思<rt>おも</rt></ruby>います。","그때 연락했으면 좋았을 텐데 하고 지금도 생각합니다.","～たらどうですか는 앞으로의 조언, ～ばよかった는 지난 일의 후회다."
"N4-014","N4","～場合は","보통형 / 명사 + の + ～場合は","~경우에는. 상황을 객관적으로 나누어 말한다.","<ruby>急<rt>きゅう</rt></ruby>に<ruby>予定<rt>よてい</rt></ruby>が<ruby>変<rt>か</rt></ruby>わった<ruby>場合<rt>ばあい</rt></ruby>は、すぐにご<ruby>連絡<rt>れんらく</rt></ruby>ください。","갑자기 일정이 바뀐 경우에는 바로 연락해 주세요.","<ruby>雨<rt>あめ</rt></ruby>の<ruby>場合<rt>ばあい</rt></ruby>は、<ruby>試合<rt>しあい</rt></ruby>は<ruby>中止<rt>ちゅうし</rt></ruby>です。","비가 오는 경우에는 경기는 중지입니다.","～とき보다 안내문·규칙문에서 더 객관적이고 딱딱하다."
"N4-015","N4","～もし","절 앞에서","만약. 가정의 느낌을 강조하는 부사이다.","もし<ruby>明日<rt>あした</rt></ruby><ruby>暇<rt>ひま</rt></ruby>なら、<ruby>一緒<rt>いっしょ</rt></ruby>に<ruby>映画<rt>えいが</rt></ruby>を<ruby>見<rt>み</rt></ruby>ませんか。","만약 내일 한가하다면 함께 영화 보지 않을래요?","もし<ruby>道<rt>みち</rt></ruby>に<ruby>迷<rt>まよ</rt></ruby>ったら、この<ruby>地図<rt>ちず</rt></ruby>を<ruby>見<rt>み</rt></ruby>てください。","만약 길을 잃으면 이 지도를 봐 주세요.","조건형 자체는 아니고 ～たら·～なら·～ば 등을 강조하는 부사다."
"N4-016","N4","～てあげる","동사 て형 + ～あげる","~해 주다. 화자 쪽이 남에게 베푸는 동작이다.","<ruby>妹<rt>いもうと</rt></ruby>に<ruby>宿題<rt>しゅくだい</rt></ruby>を<ruby>教<rt>おし</rt></ruby>えてあげました。","여동생에게 숙제를 가르쳐 주었습니다.","<ruby>友<rt>とも</rt></ruby>だちが<ruby>困<rt>こま</rt></ruby>っていたので、かさを<ruby>貸<rt>か</rt></ruby>してあげました。","친구가 곤란해해서 우산을 빌려 주었습니다.","화자 쪽이 받으면 ～てくれる / ～てもらう를 쓴다."
"N4-017","N4","～てくれる","동사 て형 + ～くれる","(남이 나에게) ~해 주다. 화자 쪽이 혜택을 받는다.","<ruby>母<rt>はは</rt></ruby>が<ruby>駅<rt>えき</rt></ruby>まで<ruby>送<rt>おく</rt></ruby>ってくれました。","어머니가 역까지 데려다 주었습니다.","<ruby>先輩<rt>せんぱい</rt></ruby>がむずかしい<ruby>言葉<rt>ことば</rt></ruby>を<ruby>説明<rt>せつめい</rt></ruby>してくれました。","선배가 어려운 말을 설명해 주었습니다.","주는 쪽을 주어로 세워 화자 이익을 말하면 ～てくれる다."
"N4-018","N4","～てもらう","동사 て형 + ～もらう","~해 받다. 주어가 다른 사람의 행동을 혜택으로 받는다.","<ruby>友<rt>とも</rt></ruby>だちに<ruby>荷物<rt>にもつ</rt></ruby>を<ruby>運<rt>はこ</rt></ruby>んでもらいました。","친구에게 짐을 옮겨 받았습니다.","<ruby>先生<rt>せんせい</rt></ruby>に<ruby>作文<rt>さくぶん</rt></ruby>を<ruby>見<rt>み</rt></ruby>てもらっています。","선생님께 작문을 봐 받고 있습니다.","～てくれる는 해 주는 사람을 주어로, ～てもらう는 받는 사람을 주어로 세운다."
"N4-019","N4","～てくれない（か）","동사 て형 + ～てくれない（か）","~해 주지 않을래. 친한 사이에서 비교적 가볍게 부탁한다.","ちょっとこの<ruby>箱<rt>はこ</rt></ruby>を<ruby>持<rt>も</rt></ruby>ってくれない？","이 상자를 좀 들어 주지 않을래?","あとで<ruby>駅<rt>えき</rt></ruby>まで<ruby>迎<rt>むか</rt></ruby>えに<ruby>来<rt>き</rt></ruby>てくれないか。","이따가 역까지 데리러 와 주지 않을래?","～てもらえない（か）보다 더 친근하고 직접적이다."
"N4-020","N4","～てもらえない（か）","동사 て형 + ～てもらえない（か）","~해 주실 수 없을까요. 상대에게 조금 더 공손하게 부탁한다.","この<ruby>部分<rt>ぶぶん</rt></ruby>をもう<ruby>一度<rt>いちど</rt></ruby><ruby>説明<rt>せつめい</rt></ruby>してもらえませんか。","이 부분을 다시 한 번 설명해 주실 수 없을까요?","すみません、<ruby>少<rt>すこ</rt></ruby>し<ruby>待<rt>ま</rt></ruby>ってもらえない？","죄송하지만 조금 기다려 주실래요?","～てくれない（か）보다 한 단계 더 완곡하다."
"N4-021","N4","～ていただけませんか","동사 て형 + ～ていただけませんか","~해 주실 수 없겠습니까. 매우 정중한 부탁이다.","こちらにご<ruby>署名<rt>しょめい</rt></ruby>していただけませんか。","여기에 서명해 주실 수 없겠습니까?","もう<ruby>少<rt>すこ</rt></ruby>しゆっくりお<ruby>話<rt>はな</rt></ruby>ししていただけませんか。","조금 더 천천히 말씀해 주실 수 없겠습니까?","세 표현 중 가장 공손하며 비즈니스·손윗사람에게 잘 쓴다."
"N4-022","N4","～いただく","명사 + を + ～いただく","받다. もらう의 겸양 표현이다.","<ruby>会議<rt>かいぎ</rt></ruby>のあとで<ruby>部長<rt>ぶちょう</rt></ruby>から<ruby>名刺<rt>めいし</rt></ruby>をいただきました。","회의 뒤에 부장님께 명함을 받았습니다.","おみやげにお<ruby>菓子<rt>かし</rt></ruby>をいただきました。","선물로 과자를 받았습니다.","일상적인 받다는 ～もらう, 격식 있게 낮추면 ～いただくだ."
"N4-023","N4","～ていただく","동사 て형 + ～いただく","~해 주시다를 겸손하게 말한다.","<ruby>先生<rt>せんせい</rt></ruby>に<ruby>推薦状<rt>すいせんじょう</rt></ruby>を<ruby>書<rt>か</rt></ruby>いていただきました。","선생님께 추천서를 써 주셨습니다.","ご<ruby>案内<rt>あんない</rt></ruby>いただき、ありがとうございました。","안내해 주셔서 감사합니다.","～てもらう의 겸양·격식 표현이다."
"N4-024","N4","～てほしい","동사 て형 + ～てほしい","~해 주었으면 좋겠다. 상대의 행동에 대한 바람을 나타낸다.","もう<ruby>少<rt>すこ</rt></ruby>し<ruby>静<rt>しず</rt></ruby>かにしてほしいです。","조금 더 조용히 해 주었으면 좋겠습니다.","<ruby>大事<rt>だいじ</rt></ruby>なことだから、ちゃんと<ruby>聞<rt>き</rt></ruby>いてほしい。","중요한 일이니까 제대로 들어 주었으면 좋겠다.","직접 부탁보다 부드럽지만 상황에 따라 요구처럼 들릴 수 있다."
"N4-025","N4","～ように～てほしい","상대에게 전하는 내용 + ように + ～てほしい","~하도록 해 주었으면 좋겠다. 특정 내용·방향을 정해 바람을 말한다.","<ruby>子<rt>こ</rt></ruby>どもには<ruby>毎日<rt>まいにち</rt></ruby><ruby>本<rt>ほん</rt></ruby>を<ruby>読<rt>よ</rt></ruby>むようにしてほしいです。","아이에게는 매일 책을 읽도록 해 주었으면 좋겠습니다.","<ruby>会議<rt>かいぎ</rt></ruby>では<ruby>全員<rt>ぜんいん</rt></ruby>が<ruby>発言<rt>はつげん</rt></ruby>するようにしてほしい。","회의에서는 전원이 발언하도록 해 주었으면 좋겠다.","단순 행동 희망은 ～てほしい, 방향·규칙 희망은 ～ように～てほしい가 잘 맞는다."
"N4-026","N4","～ておく","동사 て형 + ～ておく","미리 ~해 두다; 그대로 ~해 두다.","<ruby>旅行<rt>りょこう</rt></ruby>のまえにホテルを<ruby>予約<rt>よやく</rt></ruby>しておきます。","여행 전에 호텔을 예약해 두겠습니다.","<ruby>帰<rt>かえ</rt></ruby>るまえに<ruby>窓<rt>まど</rt></ruby>を<ruby>少<rt>すこ</rt></ruby>し<ruby>開<rt>あ</rt></ruby>けておきました。","돌아가기 전에 창문을 조금 열어 두었습니다.","～てある는 누군가 해 놓은 결과 상태에 초점이 있다."
"N4-027","N4","～とく","동사 て형 축약 + ～とく","미리 ~해 두다. ～ておく의 구어 축약형이다.","このメモ、あとで<ruby>読<rt>よ</rt></ruby>んどくね。","이 메모, 나중에 읽어 둘게.","<ruby>席<rt>せき</rt></ruby>は<ruby>私<rt>わたし</rt></ruby>が<ruby>先<rt>さき</rt></ruby>に<ruby>取<rt>と</rt></ruby>っとくよ。","자리는 내가 먼저 맡아 둘게.","뜻은 ～ておく와 같고 회화에서만 훨씬 편하게 쓴다."
"N4-028","N4","～てある","타동사 て형 + ～てある","~해 놓여 있다. 누군가 의도적으로 해 둔 결과 상태다.","テーブルに<ruby>料理<rt>りょうり</rt></ruby>がきれいに<ruby>並<rt>なら</rt></ruby>べてあります。","테이블에 요리가 가지런히 차려져 있습니다.","ドアに<ruby>注意<rt>ちゅうい</rt></ruby><ruby>事項<rt>じこう</rt></ruby>が<ruby>書<rt>か</rt></ruby>いてあります。","문에 주의 사항이 적혀 있습니다.","～ておく는 준비 동작, ～てある는 그 결과로 남은 상태를 본다."
"N4-029","N4","～てしまう","동사 て형 + ～てしまう","~해 버리다. 완전한 완료나 유감·후회를 나타낸다.","<ruby>大事<rt>だいじ</rt></ruby>なファイルを<ruby>消<rt>け</rt></ruby>してしまいました。","중요한 파일을 지워 버렸습니다.","おなかがすいて、パンを<ruby>全部<rt>ぜんぶ</rt></ruby><ruby>食<rt>た</rt></ruby>べてしまった。","배가 고파서 빵을 전부 먹어 버렸다.","완료만 말할 수도 있고, 의도치 않은 결과의 아쉬움도 담을 수 있다."
"N4-030","N4","～ちゃう","동사 て형 + ～ちゃう / 동사 で형 + ～じゃう","~해 버리다. ～てしまう의 구어 축약형이다.","スマホを<ruby>電車<rt>でんしゃ</rt></ruby>に<ruby>忘<rt>わす</rt></ruby>れちゃった。","스마트폰을 전철에 두고 내려 버렸다.","そんなに<ruby>急<rt>いそ</rt></ruby>ぐと、<ruby>全部<rt>ぜんぶ</rt></ruby><ruby>飲<rt>の</rt></ruby>んじゃうよ。","그렇게 서두르면 전부 마셔 버려.","～てしまう보다 더 회화적이고 가벼운 말이다."
"N4-031","N4","～てみる","동사 て형 + ～てみる","시험 삼아 ~해 보다.","この<ruby>薬<rt>くすり</rt></ruby>を<ruby>一週間<rt>いっしゅうかん</rt></ruby><ruby>飲<rt>の</rt></ruby>んでみます。","이 약을 일주일 동안 먹어 보겠습니다.","わからなかったら、<ruby>自分<rt>じぶん</rt></ruby>で<ruby>調<rt>しら</rt></ruby>べてみてください。","모르겠다면 스스로 찾아보세요.","단순 시도가 아니라 결과를 확인하려는 시험적 행동이다."
"N4-032","N4","～ていく","동사 て형 + ～ていく","~해 가다; 앞으로 점점 ~해 가다.","これからも<ruby>毎日<rt>まいにち</rt></ruby><ruby>漢字<rt>かんじ</rt></ruby>を<ruby>覚<rt>おぼ</rt></ruby>えていきます。","앞으로도 매일 한자를 익혀 가겠습니다.","<ruby>秋<rt>あき</rt></ruby>になると、だんだん<ruby>日<rt>ひ</rt></ruby>が<ruby>短<rt>みじか</rt></ruby>くなっていきます。","가을이 되면 점점 해가 짧아져 갑니다.","～てくる는 지금까지의 변화, ～ていく는 앞으로의 변화에 가깝다."
"N4-033","N4","～てくる","동사 て형 + ～てくる","~해 오다; 지금까지 점점 ~해 오다.","コンビニでおにぎりを<ruby>買<rt>か</rt></ruby>ってきます。","편의점에서 주먹밥을 사 오겠습니다.","このごろ、<ruby>朝<rt>あさ</rt></ruby>はかなり<ruby>冷<rt>ひ</rt></ruby>えてきました。","요즘 아침은 꽤 쌀쌀해졌습니다.","～ていく가 앞으로 향하면, ～てくる는 지금까지 가까워져 온 변화다."
